Text,Class
Retrieve the trigger state for a specific trigger by its name and group.,DB
List all triggers that have a misfire instruction defined.,DB
Show trigger details for a specific scheduler and trigger name.,DB
Get the description of a specific trigger by its name and group.,DB
Retrieve all triggers associated with a specific job.,DB
Find triggers with a specific trigger type.,DB
List triggers with a specific trigger state.,DB
Show triggers with a specific priority.,DB
Get the next fire time for a specific trigger.,DB
Retrieve triggers that have an associated calendar.,DB
Find triggers that have a specific job data.,DB
List all triggers that are currently in a specific trigger state.,DB
Show triggers with a specific misfire instruction.,DB
Get the previous fire time for a specific trigger.,DB
Retrieve triggers that are scheduled to end before a certain time.,DB
Find triggers that have a specific next fire time and trigger state.,DB
List triggers with a specific trigger group.,DB
Show triggers with a specific scheduler name.,DB
Retrieve triggers that are associated with a specific job and job group.,DB
Find all simple triggers associated with a specific scheduler.,DB
Retrieve the trigger state for a specific trigger by its name and group.,DB
List all triggers with a specific repeat count.,DB
Show trigger details for a specific scheduler and trigger name.,DB
Get the description of a specific trigger by its name and group.,DB
Retrieve all triggers associated with a specific job.,DB
Find triggers with a specific trigger type.,DB
List triggers with a specific trigger state.,DB
Show triggers with a specific priority.,DB
Get the next fire time for a specific trigger.,DB
Retrieve triggers that have an associated calendar.,DB
Find triggers that have a specific job data.,DB
List all triggers that are currently in a specific trigger state.,DB
Show triggers with a specific misfire instruction.,DB
Get the previous fire time for a specific trigger.,DB
Retrieve triggers that are scheduled to end before a certain time.,DB
Find triggers that have a specific next fire time and trigger state.,DB
List triggers with a specific trigger group.,DB
Show triggers with a specific scheduler name.,DB
Retrieve triggers that are associated with a specific job and job group.,DB
Find all triggers with a specific string property value.,DB
Retrieve trigger properties with a specific integer value.,DB
List triggers with a specific long property value.,DB
Show trigger details for a specific scheduler and trigger name.,DB
Get the next fire time for a trigger with a specific boolean property.,DB
Retrieve triggers with a specific time zone ID.,DB
Find triggers with a specific numeric property value.,DB
List triggers that are currently in a specific trigger state.,DB
Show triggers with a specific priority.,DB
Get the previous fire time for a specific trigger.,DB
Retrieve triggers with a specific boolean property value.,DB
Find triggers with a specific misfire instruction.,DB
List triggers with a specific calendar name.,DB
Show triggers associated with a specific job and job group.,DB
Retrieve triggers that have a specific start time.,DB
Find triggers with specific string properties.,DB
List triggers with specific long properties.,DB
Show triggers with a specific trigger type.,DB
Get trigger properties associated with a specific scheduler and trigger.,DB
Retrieve triggers with specific boolean properties.,DB
List all trigger details for a specific scheduler.,DB
Show triggers with a specific trigger type.,DB
Retrieve trigger properties for a specific job.,DB
Get triggers that are currently in a specific trigger state.,DB
Find triggers with a specific misfire instruction.,DB
List triggers with specific priority.,DB
Show triggers with specific next fire times.,DB
Retrieve triggers with specific previous fire times.,DB
Find triggers associated with a specific job class name.,DB
List triggers with specific calendar names.,DB
Show triggers for a specific job group.,DB
Get triggers with a specific start time.,DB
Retrieve triggers with specific end times.,DB
Find triggers with a specific description.,DB
List triggers requesting recovery.,DB
Show triggers that are non-concurrent.,DB
Get trigger details for a specific trigger name and group.,DB
Retrieve triggers with specific trigger names and groups.,DB
Find triggers based on job data content.,DB
List all triggers in a specific scheduler ordered by priority.,DB
Retrieve all active users in the system.,DB
List the names of all projects.,DB
Get the email addresses of users who are both compromised and offended.,DB
Show the total count of users in each project.,DB
Find the names of projects with a specific project lead.,DB
Retrieve the email profiles used for a particular project.,DB
List all campaigns that have been executed.,DB
Show the names of users who have not been compromised.,DB
Get the campaign names that are scheduled.,DB
Find the projects with specific project types.,DB
Retrieve the usernames of super administrators.,DB
List the job names and job groups for durable jobs.,DB
Show the descriptions of triggers with a specific trigger type.,DB
Get the email templates associated with a particular technique.,DB
Find the trigger names with specific misfire instructions.,DB
Retrieve the project names for companies in a specific industry.,DB
List the unique role names in the system.,DB
Show the subjects of campaigns launched in a specific timezone.,DB
Get the cron expressions for triggers associated with a particular job.,DB
Retrieve all campaigns owned by a specific user.,DB
List the names of groups associated with administrators.,DB
Get the project names with enabled reminders.,DB
Show the count of offended users in each project.,DB
Find the unique names of attack techniques.,DB
Retrieve the job class names for non-concurrent jobs.,DB
List the campaign names with custom templates.,DB
Show the description of triggers with a specific priority.,DB
Get the usernames of administrators in a specific group.,DB
Find the email profiles using a specific email server.,DB
Retrieve the projects with a specific country and industry.,DB
List the job names and groups for jobs that require recovery.,DB
Show the campaign names that are auto-training enabled.,DB
Get the usernames of super administrators in a specific company.,DB
Find the project names led by a specific project lead.,DB
Retrieve the usernames of users associated with a specific role.,DB
List the campaign names with specific reminder frequencies.,DB
Show the company names in a specific state.,DB
Get the job names and descriptions for jobs that are updateable.,DB
Find the campaign names with specific execution statuses.,DB
Retrieve the campaign names launched after a specific date.,DB
List the names of projects in a specific industry.,DB
Show the names and descriptions of campaigns using a specific email profile.,DB
Get the usernames of administrators associated with a specific project.,DB
Find the campaign names owned by a user and with specific execution statuses.,DB
Retrieve the names of projects where the project lead has a specific job role.,DB
List the email template titles used in campaigns with a certain compromise rate.,DB
Show the names of users who have not been offended or compromised.,DB
Get the campaign names with custom templates owned by a user in a specific timezone.,DB
Find the project names with enabled reminders and specific project types.,DB
Retrieve the usernames of super administrators in a specific state and country.,DB
List the job names and descriptions for jobs with specific trigger types.,DB
Show the campaign names that are auto-training enabled and executed.,DB
Get the project names led by a specific project lead with a particular company size.,DB
Find the usernames of users associated with a specific role in a project.,DB
List the campaign names with specific reminder frequencies and execution statuses.,DB
Show the company names in a specific zip code.,DB
Get the job names and descriptions for jobs that are non-concurrent and have specific trigger states.,DB
Retrieve the project names where the project lead's last name starts with 'S'.,DB
List the email profiles that are enabled and have a specific protocol.,DB
Show the campaign names that have a specific subject and were executed before a certain date.,DB
Get the usernames of administrators who are super admins and have been activated.,DB
Find the project names with specific project types and enabled status.,DB
Retrieve the campaign names with a certain execution status and specific techniques.,DB
List the usernames of users who are associated with both a project and a company.,DB
Show the project names that have a project lead with a specific job role.,DB
Get the campaign names owned by a specific user and scheduled for execution.,DB
Find the project names in a specific industry and state.,DB
Retrieve the campaign names with custom templates and a specific launch status.,DB
List the job names and descriptions for jobs with specific misfire instructions.,DB
Show the usernames of administrators associated with a specific company and role.,DB
Get the email profile names used in campaigns with compromised status.,DB
Find the campaign names with specific reminder numbers and scheduled times.,DB
Retrieve the project names with enabled reminders and a specific company size.,DB
List the company names in a specific country and industry.,DB
Show the campaign names that are executed and have auto-training enabled.,DB
Get the usernames of super administrators in a specific timezone.,DB
Find the names of active email profiles using the SMTP protocol.,DB
"Retrieve the campaign names that were executed before January 1, 2023, and had the subject ""Product Launch.""",DB
Show the usernames of administrators who are super admins and have been activated.,DB
Get the project names for projects in the 'Finance' industry and located in 'New York.',DB
List the campaign names that are scheduled for execution and owned by user 'Alice.',DB
Retrieve the project names that have project leads with the job role 'Manager.',DB
Find the usernames of users who belong to both a project and a company.,DB
Show the email profiles used in campaigns with the 'Compromised' status.,DB
Get the campaign names with custom templates and that have been launched.,DB
List the job names and descriptions for jobs with misfire instructions 1 or 2.,DB
Retrieve the project names in the 'Technology' industry and 'California' state.,DB
Find the campaign names with reminders set to 3 and scheduled between July and August 2023.,DB
Show the usernames of administrators associated with company ID 123 and role ID 456.,DB
Get the company names in the 'United Kingdom' and 'Technology' industry.,DB
Find the campaign names that are executed and have auto-training enabled.,DB
Retrieve the usernames of super administrators in the 'PST' timezone.,DB
List the project names with enabled reminders and associated with companies with more than 500 employees.,DB
Show the campaign names that have a custom template and belong to projects in the 'Healthcare' industry.,DB
Find the names of administrators who have not been activated yet.,DB
Retrieve the campaign names that have an email profile associated with a 'Gmail' server.,DB
"Show the project names that have not been updated since January 1, 2023.",DB
Get the email profiles that use a 'Secure' protocol and have a port number greater than 5000.,DB
"List the campaign names that were launched in 'EST' timezone and have the subject ""Promotion.""",DB
"Retrieve the usernames of users who are offended, compromised, and simulated.",DB
Find the project names that are associated with a 'Small' company in the 'Finance' industry.,DB
Get the campaign names with reminders set to 5 or more.,DB
Show the usernames of super administrators in the 'PST' timezone.,DB
List the project names with enabled reminders and associated with companies in the 'Technology' industry.,DB
Find the campaign names that have a custom template and belong to projects in the 'Healthcare' industry.,DB
Retrieve the names of administrators who have the job role 'Manager' and are part of projects with the project lead 'John Doe.',DB
Show the campaign names that have been executed and are associated with email profiles having a 'High' compromise rate.,DB
Get the project names that have project leads with a job role containing the word 'Director.',DB
List the usernames of users who belong to both a project and a company and have the role 'Analyst.',DB
Find the campaign names that have reminders enabled and were scheduled for execution between June and July 2023.,DB
Retrieve the company names in the 'United Kingdom' with more than 100 employees.,DB
Show the email profiles used in campaigns with the 'Scheduled' status.,DB
Get the usernames of administrators who are not super admins and have a phone number specified.,DB
